language,query,medicine,intent
en,Who should avoid Methotrexate?,Methotrexate,contraindications
en,What warnings should I know about Methotrexate?,Methotrexate,warnings
en,Are there any warnings about Methotrexate?,Methotrexate,warnings
en,What should I be careful about when taking Methotrexate?,Methotrexate,warnings
en,Does Methotrexate interact with other medicines?,Methotrexate,interactions
en,Can Methotrexate interact with other drugs?,Methotrexate,interactions
en,What medicines can interact with Methotrexate?,Methotrexate,interactions
en,How should Methotrexate be taken?,Methotrexate,dosage
en,How do I take Methotrexate?,Methotrexate,dosage
en,What is the dosage information for Methotrexate?,Methotrexate,dosage
en,What is Hydroxychloroquine?,Hydroxychloroquine,medicine_info
en,Tell me about Hydroxychloroquine.,Hydroxychloroquine,medicine_info
en,What do I need to know about Hydroxychloroquine?,Hydroxychloroquine,medicine_info
en,What is Hydroxychloroquine used for?,Hydroxychloroquine,uses
en,Why is Hydroxychloroquine used?,Hydroxychloroquine,uses
en,What conditions is Hydroxychloroquine used for?,Hydroxychloroquine,uses
en,What are the side effects of Hydroxychloroquine?,Hydroxychloroquine,side_effects
en,Can Hydroxychloroquine cause any side effects?,Hydroxychloroquine,side_effects
en,What problems can Hydroxychloroquine cause?,Hydroxychloroquine,side_effects
en,Who should not take Hydroxychloroquine?,Hydroxychloroquine,contraindications
en,When should Hydroxychloroquine not be used?,Hydroxychloroquine,contraindications
en,Who should avoid Hydroxychloroquine?,Hydroxychloroquine,contraindications
en,What warnings should I know about Hydroxychloroquine?,Hydroxychloroquine,warnings
en,Are there any warnings about Hydroxychloroquine?,Hydroxychloroquine,warnings
en,What should I be careful about when taking Hydroxychloroquine?,Hydroxychloroquine,warnings
en,Does Hydroxychloroquine interact with other medicines?,Hydroxychloroquine,interactions
en,Can Hydroxychloroquine interact with other drugs?,Hydroxychloroquine,interactions
en,What medicines can interact with Hydroxychloroquine?,Hydroxychloroquine,interactions
en,How should Hydroxychloroquine be taken?,Hydroxychloroquine,dosage
en,How do I take Hydroxychloroquine?,Hydroxychloroquine,dosage
en,What is the dosage information for Hydroxychloroquine?,Hydroxychloroquine,dosage
en,What is Celecoxib?,Celecoxib,medicine_info
en,Tell me about Celecoxib.,Celecoxib,medicine_info
en,What do I need to know about Celecoxib?,Celecoxib,medicine_info
en,What is Celecoxib used for?,Celecoxib,uses
en,Why is Celecoxib used?,Celecoxib,uses
en,What conditions is Celecoxib used for?,Celecoxib,uses
en,What are the side effects of Celecoxib?,Celecoxib,side_effects
en,Can Celecoxib cause any side effects?,Celecoxib,side_effects
en,What problems can Celecoxib cause?,Celecoxib,side_effects
en,Who should not take Celecoxib?,Celecoxib,contraindications
en,When should Celecoxib not be used?,Celecoxib,contraindications
en,Who should avoid Celecoxib?,Celecoxib,contraindications
en,What warnings should I know about Celecoxib?,Celecoxib,warnings
en,Are there any warnings about Celecoxib?,Celecoxib,warnings
en,What should I be careful about when taking Celecoxib?,Celecoxib,warnings
en,Does Celecoxib interact with other medicines?,Celecoxib,interactions
en,Can Celecoxib interact with other drugs?,Celecoxib,interactions
en,What medicines can interact with Celecoxib?,Celecoxib,interactions
en,How should Celecoxib be taken?,Celecoxib,dosage
en,How do I take Celecoxib?,Celecoxib,dosage
en,What is the dosage information for Celecoxib?,Celecoxib,dosage
en,What is Sulfasalazine?,Sulfasalazine,medicine_info
en,Tell me about Sulfasalazine.,Sulfasalazine,medicine_info
en,What do I need to know about Sulfasalazine?,Sulfasalazine,medicine_info
en,What is Sulfasalazine used for?,Sulfasalazine,uses
en,Why is Sulfasalazine used?,Sulfasalazine,uses
en,What conditions is Sulfasalazine used for?,Sulfasalazine,uses
en,What are the side effects of Sulfasalazine?,Sulfasalazine,side_effects
en,Can Sulfasalazine cause any side effects?,Sulfasalazine,side_effects
en,What problems can Sulfasalazine cause?,Sulfasalazine,side_effects
en,Who should not take Sulfasalazine?,Sulfasalazine,contraindications
en,When should Sulfasalazine not be used?,Sulfasalazine,contraindications
en,Who should avoid Sulfasalazine?,Sulfasalazine,contraindications
en,What warnings should I know about Sulfasalazine?,Sulfasalazine,warnings
en,Are there any warnings about Sulfasalazine?,Sulfasalazine,warnings
en,What should I be careful about when taking Sulfasalazine?,Sulfasalazine,warnings
en,Does Sulfasalazine interact with other medicines?,Sulfasalazine,interactions
en,Can Sulfasalazine interact with other drugs?,Sulfasalazine,interactions
en,What medicines can interact with Sulfasalazine?,Sulfasalazine,interactions
en,How should Sulfasalazine be taken?,Sulfasalazine,dosage
en,How do I take Sulfasalazine?,Sulfasalazine,dosage
en,What is the dosage information for Sulfasalazine?,Sulfasalazine,dosage
en,What is Prednisolone?,Prednisolone,medicine_info
en,Tell me about Prednisolone.,Prednisolone,medicine_info
en,What do I need to know about Prednisolone?,Prednisolone,medicine_info
en,What is Prednisolone used for?,Prednisolone,uses
en,Why is Prednisolone used?,Prednisolone,uses
en,What conditions is Prednisolone used for?,Prednisolone,uses
en,What are the side effects of Prednisolone?,Prednisolone,side_effects
en,Can Prednisolone cause any side effects?,Prednisolone,side_effects
en,What problems can Prednisolone cause?,Prednisolone,side_effects
en,Who should not take Prednisolone?,Prednisolone,contraindications
en,When should Prednisolone not be used?,Prednisolone,contraindications
en,Who should avoid Prednisolone?,Prednisolone,contraindications
en,What warnings should I know about Prednisolone?,Prednisolone,warnings
en,Are there any warnings about Prednisolone?,Prednisolone,warnings
en,What should I be careful about when taking Prednisolone?,Prednisolone,warnings
en,Does Prednisolone interact with other medicines?,Prednisolone,interactions
en,Can Prednisolone interact with other drugs?,Prednisolone,interactions
en,What medicines can interact with Prednisolone?,Prednisolone,interactions
en,How should Prednisolone be taken?,Prednisolone,dosage
en,How do I take Prednisolone?,Prednisolone,dosage
en,What is the dosage information for Prednisolone?,Prednisolone,dosage
en,What is Leflunomide?,Leflunomide,medicine_info
en,Tell me about Leflunomide.,Leflunomide,medicine_info
en,What do I need to know about Leflunomide?,Leflunomide,medicine_info
en,What is Leflunomide used for?,Leflunomide,uses
en,Why is Leflunomide used?,Leflunomide,uses
en,What conditions is Leflunomide used for?,Leflunomide,uses
en,What are the side effects of Leflunomide?,Leflunomide,side_effects
en,Can Leflunomide cause any side effects?,Leflunomide,side_effects
en,What problems can Leflunomide cause?,Leflunomide,side_effects
en,Who should not take Leflunomide?,Leflunomide,contraindications
en,When should Leflunomide not be used?,Leflunomide,contraindications
en,Who should avoid Leflunomide?,Leflunomide,contraindications
en,What warnings should I know about Leflunomide?,Leflunomide,warnings
en,Are there any warnings about Leflunomide?,Leflunomide,warnings
en,What should I be careful about when taking Leflunomide?,Leflunomide,warnings
en,Does Leflunomide interact with other medicines?,Leflunomide,interactions
en,Can Leflunomide interact with other drugs?,Leflunomide,interactions
en,What medicines can interact with Leflunomide?,Leflunomide,interactions
en,How should Leflunomide be taken?,Leflunomide,dosage
en,How do I take Leflunomide?,Leflunomide,dosage
en,What is the dosage information for Leflunomide?,Leflunomide,dosage
en,What is Colchicine?,Colchicine,medicine_info
en,Tell me about Colchicine.,Colchicine,medicine_info
en,What do I need to know about Colchicine?,Colchicine,medicine_info
en,What is Colchicine used for?,Colchicine,uses
en,Why is Colchicine used?,Colchicine,uses
en,What conditions is Colchicine used for?,Colchicine,uses
en,What are the side effects of Colchicine?,Colchicine,side_effects
en,Can Colchicine cause any side effects?,Colchicine,side_effects
en,What problems can Colchicine cause?,Colchicine,side_effects
en,Who should not take Colchicine?,Colchicine,contraindications
en,When should Colchicine not be used?,Colchicine,contraindications
en,Who should avoid Colchicine?,Colchicine,contraindications
en,What warnings should I know about Colchicine?,Colchicine,warnings
en,Are there any warnings about Colchicine?,Colchicine,warnings
en,What should I be careful about when taking Colchicine?,Colchicine,warnings
en,Does Colchicine interact with other medicines?,Colchicine,interactions
en,Can Colchicine interact with other drugs?,Colchicine,interactions
en,What medicines can interact with Colchicine?,Colchicine,interactions
en,How should Colchicine be taken?,Colchicine,dosage
en,How do I take Colchicine?,Colchicine,dosage
en,What is the dosage information for Colchicine?,Colchicine,dosage
kn,Metformin ಎಂದರೇನು?,Metformin,medicine_info
kn,Metformin ಬಗ್ಗೆ ಮಾಹಿತಿ ನೀಡಿ.,Metformin,medicine_info
kn,Metformin ಬಗ್ಗೆ ನಾನು ಏನು ತಿಳಿದುಕೊಳ್ಳಬೇಕು?,Metformin,medicine_info
kn,Metformin ಅನ್ನು ಯಾವುದಕ್ಕಾಗಿ ಬಳಸುತ್ತಾರೆ?,Metformin,uses
kn,Metformin ಏಕೆ ಬಳಸಲಾಗುತ್ತದೆ?,Metformin,uses
kn,Metformin ಯಾವ ಕಾಯಿಲೆಗೆ ಬಳಸಲಾಗುತ್ತದೆ?,Metformin,uses
kn,Metformin ನ ಅಡ್ಡ ಪರಿಣಾಮಗಳು ಯಾವುವು?,Metformin,side_effects
kn,Metformin ಅಡ್ಡ ಪರಿಣಾಮಗಳನ್ನು ಉಂಟುಮಾಡಬಹುದೇ?,Metformin,side_effects
kn,Metformin ನಿಂದ ಯಾವ ಸಮಸ್ಯೆಗಳು ಉಂಟಾಗಬಹುದು?,Metformin,side_effects
kn,Metformin ಅನ್ನು ಯಾರು ತೆಗೆದುಕೊಳ್ಳಬಾರದು?,Metformin,contraindications
kn,Metformin ಅನ್ನು ಯಾವಾಗ ಬಳಸಬಾರದು?,Metformin,contraindications
kn,ಯಾರು Metformin ಅನ್ನು ತಪ್ಪಿಸಬೇಕು?,Metformin,contraindications
kn,Metformin ಬಗ್ಗೆ ಯಾವ ಎಚ್ಚರಿಕೆಗಳನ್ನು ತಿಳಿದುಕೊಳ್ಳಬೇಕು?,Metformin,warnings
kn,Metformin ಬಗ್ಗೆ ಯಾವುದೇ ಎಚ್ಚರಿಕೆಗಳಿವೆಯೇ?,Metformin,warnings
kn,Metformin ತೆಗೆದುಕೊಳ್ಳುವಾಗ ನಾನು ಯಾವುದರ ಬಗ್ಗೆ ಎಚ್ಚರಿಕೆಯಿಂದ ಇರಬೇಕು?,Metformin,warnings
kn,Metformin ಇತರ ಔಷಧಿಗಳೊಂದಿಗೆ ಪರಸ್ಪರ ಕ್ರಿಯೆ ಮಾಡುತ್ತದೆಯೇ?,Metformin,interactions
kn,Metformin ಇತರ ಔಷಧಿಗಳೊಂದಿಗೆ ಪ್ರತಿಕ್ರಿಯಿಸಬಹುದೇ?,Metformin,interactions
kn,ಯಾವ ಔಷಧಿಗಳು Metformin ಜೊತೆ ಪರಸ್ಪರ ಕ್ರಿಯೆ ಮಾಡಬಹುದು?,Metformin,interactions
kn,Metformin ಅನ್ನು ಹೇಗೆ ತೆಗೆದುಕೊಳ್ಳಬೇಕು?,Metformin,dosage
kn,Metformin ಅನ್ನು ಹೇಗೆ ಬಳಸಬೇಕು?,Metformin,dosage
kn,Metformin ನ ಡೋಸೇಜ್ ಮಾಹಿತಿ ಏನು?,Metformin,dosage
kn,Glipizide ಎಂದರೇನು?,Glipizide,medicine_info
kn,Glipizide ಬಗ್ಗೆ ಮಾಹಿತಿ ನೀಡಿ.,Glipizide,medicine_info
kn,Glipizide ಬಗ್ಗೆ ನಾನು ಏನು ತಿಳಿದುಕೊಳ್ಳಬೇಕು?,Glipizide,medicine_info
kn,Glipizide ಅನ್ನು ಯಾವುದಕ್ಕಾಗಿ ಬಳಸುತ್ತಾರೆ?,Glipizide,uses
kn,Glipizide ಏಕೆ ಬಳಸಲಾಗುತ್ತದೆ?,Glipizide,uses
kn,Glipizide ಯಾವ ಕಾಯಿಲೆಗೆ ಬಳಸಲಾಗುತ್ತದೆ?,Glipizide,uses
kn,Glipizide ನ ಅಡ್ಡ ಪರಿಣಾಮಗಳು ಯಾವುವು?,Glipizide,side_effects
kn,Glipizide ಅಡ್ಡ ಪರಿಣಾಮಗಳನ್ನು ಉಂಟುಮಾಡಬಹುದೇ?,Glipizide,side_effects
kn,Glipizide ನಿಂದ ಯಾವ ಸಮಸ್ಯೆಗಳು ಉಂಟಾಗಬಹುದು?,Glipizide,side_effects
kn,Glipizide ಅನ್ನು ಯಾರು ತೆಗೆದುಕೊಳ್ಳಬಾರದು?,Glipizide,contraindications
kn,Glipizide ಅನ್ನು ಯಾವಾಗ ಬಳಸಬಾರದು?,Glipizide,contraindications
kn,ಯಾರು Glipizide ಅನ್ನು ತಪ್ಪಿಸಬೇಕು?,Glipizide,contraindications
kn,Glipizide ಬಗ್ಗೆ ಯಾವ ಎಚ್ಚರಿಕೆಗಳನ್ನು ತಿಳಿದುಕೊಳ್ಳಬೇಕು?,Glipizide,warnings
kn,Glipizide ಬಗ್ಗೆ ಯಾವುದೇ ಎಚ್ಚರಿಕೆಗಳಿವೆಯೇ?,Glipizide,warnings
kn,Glipizide ತೆಗೆದುಕೊಳ್ಳುವಾಗ ನಾನು ಯಾವುದರ ಬಗ್ಗೆ ಎಚ್ಚರಿಕೆಯಿಂದ ಇರಬೇಕು?,Glipizide,warnings
kn,Glipizide ಇತರ ಔಷಧಿಗಳೊಂದಿಗೆ ಪರಸ್ಪರ ಕ್ರಿಯೆ ಮಾಡುತ್ತದೆಯೇ?,Glipizide,interactions
kn,Glipizide ಇತರ ಔಷಧಿಗಳೊಂದಿಗೆ ಪ್ರತಿಕ್ರಿಯಿಸಬಹುದೇ?,Glipizide,interactions
kn,ಯಾವ ಔಷಧಿಗಳು Glipizide ಜೊತೆ ಪರಸ್ಪರ ಕ್ರಿಯೆ ಮಾಡಬಹುದು?,Glipizide,interactions
