language,query,medicine,intent
tulu,Pioglitazone ದ ಅಡ್ಡ ಪರಿಣಾಮೊಲು ಎಂಚಿನವು?,Pioglitazone,side_effects
tulu,Hydrochlorothiazide ಬೇತೆ ಮರ್ದ್‌ದೊಟ್ಟುಗು ಪ್ರತಿಕ್ರಿಯೆ ಮಲ್ಪುಂಡಾ?,Hydrochlorothiazide,interactions
tulu,Hydroxychloroquine ಯಾನ್ ಎತ್ ಕಾಯಿಲೆಗ್ ಉಪಯೋಗ ಆಪುಂಡು?,Hydroxychloroquine,uses
kn,Sitagliptin ಏಕೆ ಬಳಸಲಾಗುತ್ತದೆ?,Sitagliptin,uses
en,What should I be careful about when taking Dapagliflozin?,Dapagliflozin,warnings
kn,Ramipril ಬಗ್ಗೆ ಮಾಹಿತಿ ನೀಡಿ.,Ramipril,medicine_info
kn,Pioglitazone ಬಗ್ಗೆ ಮಾಹಿತಿ ನೀಡಿ.,Pioglitazone,medicine_info
en,Tell me about Sitagliptin.,Sitagliptin,medicine_info
tulu,ಎಂಚಿನ ಮರ್ದ್‌ಲು Chlorthalidone ಬೊಕ್ಕ ಪರಸ್ಪರ ಕ್ರಿಯೆ ಮಲ್ಪುಂಡು?,Chlorthalidone,interactions
tulu,Hydroxychloroquine ಯಾನ್ ಎಂಚ ದೆತೊನ್ಬೇಕು?,Hydroxychloroquine,dosage
tulu,Colchicine ಯಾನ್ ಯಾನ್ ಸಮಯಡ್ ದೆತೊನ್ಬಾರದು?,Colchicine,contraindications
kn,Colchicine ನ ಡೋಸೇಜ್ ಮಾಹಿತಿ ಏನು?,Colchicine,dosage
kn,ಯಾರು Metformin ಅನ್ನು ತಪ್ಪಿಸಬೇಕು?,Metformin,contraindications
kn,Atenolol ಅನ್ನು ಯಾರು ತೆಗೆದುಕೊಳ್ಳಬಾರದು?,Atenolol,contraindications
tulu,Atenolol ಬಗ್ಗೆ ಎಚ್ಚರಿಕೆ ಉಂಡಾ?,Atenolol,warnings
tulu,ಯಾರೆ Ramipril ಯಾನ್ ತಪ್ಪಿಸಾಯೆರೆ?,Ramipril,contraindications
tulu,Hydroxychloroquine ಬಗ್ಗೆ ಎಂಚಿನ ಎಚ್ಚರಿಕೆ ಉಂಡು?,Hydroxychloroquine,warnings
tulu,Insulin Glargine ಯಾನ್ ಎತ್ ಕಾಯಿಲೆಗ್ ಉಪಯೋಗ ಆಪುಂಡು?,Insulin Glargine,uses
en,What medicines can interact with Telmisartan?,Telmisartan,interactions
tulu,Vildagliptin ಯಾನ್ ಯಾನ್ ಸಮಯಡ್ ದೆತೊನ್ಬಾರದು?,Vildagliptin,contraindications
tulu,Prednisolone ಯಾನ್ ಎತ್ಕ್ ಉಪಯೋಗ ಆಪುಂಡು?,Prednisolone,uses
tulu,Glimepiride ದೆಂದ್?,Glimepiride,medicine_info
kn,Empagliflozin ಇತರ ಔಷಧಿಗಳೊಂದಿಗೆ ಪ್ರತಿಕ್ರಿಯಿಸಬಹುದೇ?,Empagliflozin,interactions
en,What conditions is Hydrochlorothiazide used for?,Hydrochlorothiazide,uses
tulu,Acarbose ಬೇತೆ ಮರ್ದ್‌ದೊಟ್ಟುಗು ಪ್ರತಿಕ್ರಿಯೆ ಮಲ್ಪುಂಡಾ?,Acarbose,interactions
en,What should I be careful about when taking Methotrexate?,Methotrexate,warnings
kn,Diclofenac ತೆಗೆದುಕೊಳ್ಳುವಾಗ ನಾನು ಯಾವುದರ ಬಗ್ಗೆ ಎಚ್ಚರಿಕೆಯಿಂದ ಇರಬೇಕು?,Diclofenac,warnings
en,Are there any warnings about Glimepiride?,Glimepiride,warnings
tulu,Ibuprofen ದ ಡೋಸೇಜ್ ಮಾಹಿತಿ ಎಂಚಿನದು?,Ibuprofen,dosage
tulu,Enalapril ಯಾನ್ ಯಾರೆ ದೆತೊನ್ಬಾರದು?,Enalapril,contraindications
en,What medicines can interact with Acarbose?,Acarbose,interactions
kn,Ibuprofen ಬಗ್ಗೆ ಯಾವ ಎಚ್ಚರಿಕೆಗಳನ್ನು ತಿಳಿದುಕೊಳ್ಳಬೇಕು?,Ibuprofen,warnings
en,What are the side effects of Celecoxib?,Celecoxib,side_effects
tulu,Enalapril ಬಗ್ಗೆ ಎಂಚಿನ ಎಚ್ಚರಿಕೆ ಉಂಡು?,Enalapril,warnings
tulu,ಯಾರೆ Vildagliptin ಯಾನ್ ತಪ್ಪಿಸಾಯೆರೆ?,Vildagliptin,contraindications
en,What warnings should I know about Naproxen?,Naproxen,warnings
tulu,Naproxen ಬಗ್ಗೆ ಎಂಕ್ ಏನ್ ಗೊತ್ತ್ ಆಪುನ?,Naproxen,medicine_info
en,Can Chlorthalidone interact with other drugs?,Chlorthalidone,interactions
en,Who should not take Hydroxychloroquine?,Hydroxychloroquine,contraindications
kn,Sulfasalazine ಅನ್ನು ಯಾವುದಕ್ಕಾಗಿ ಬಳಸುತ್ತಾರೆ?,Sulfasalazine,uses
tulu,Losartan ಬೊಕ್ಕ ಬೇತೆ ಮರ್ದ್‌ಲು ಒಟ್ಟುಗು ಪರಸ್ಪರ ಕ್ರಿಯೆ ಮಲ್ಪುಂಡಾ?,Losartan,interactions
tulu,ಎಂಚಿನ ಮರ್ದ್‌ಲು Amlodipine ಬೊಕ್ಕ ಪರಸ್ಪರ ಕ್ರಿಯೆ ಮಲ್ಪುಂಡು?,Amlodipine,interactions
kn,Vildagliptin ಬಗ್ಗೆ ನಾನು ಏನು ತಿಳಿದುಕೊಳ್ಳಬೇಕು?,Vildagliptin,medicine_info
en,What is Hydroxychloroquine?,Hydroxychloroquine,medicine_info
en,What conditions is Colchicine used for?,Colchicine,uses
en,What is Methotrexate used for?,Methotrexate,uses
kn,Prednisolone ಅನ್ನು ಯಾವಾಗ ಬಳಸಬಾರದು?,Prednisolone,contraindications
kn,Sitagliptin ಅನ್ನು ಹೇಗೆ ತೆಗೆದುಕೊಳ್ಳಬೇಕು?,Sitagliptin,dosage
tulu,Acarbose ದಿಂದ ಅಡ್ಡ ಪರಿಣಾಮ ಆಪುಂಡಾ?,Acarbose,side_effects
kn,Atenolol ತೆಗೆದುಕೊಳ್ಳುವಾಗ ನಾನು ಯಾವುದರ ಬಗ್ಗೆ ಎಚ್ಚರಿಕೆಯಿಂದ ಇರಬೇಕು?,Atenolol,warnings
tulu,Sitagliptin ಯಾನ್ ಯಾನ್ ಸಮಯಡ್ ದೆತೊನ್ಬಾರದು?,Sitagliptin,contraindications
en,What medicines can interact with Prednisolone?,Prednisolone,interactions
kn,Glimepiride ಅನ್ನು ಯಾರು ತೆಗೆದುಕೊಳ್ಳಬಾರದು?,Glimepiride,contraindications
tulu,Sulfasalazine ಯಾನ್ ಎಂಚ ಉಪಯೋಗ ಮಲ್ಪುಲೆ?,Sulfasalazine,dosage
kn,Metformin ಬಗ್ಗೆ ಮಾಹಿತಿ ನೀಡಿ.,Metformin,medicine_info
en,What is Naproxen used for?,Naproxen,uses
en,What is the dosage information for Glimepiride?,Glimepiride,dosage
en,Why is Ramipril used?,Ramipril,uses
tulu,Vildagliptin ಯಾನ್ ಯಾರೆ ದೆತೊನ್ಬಾರದು?,Vildagliptin,contraindications
kn,Clonidine ನ ಅಡ್ಡ ಪರಿಣಾಮಗಳು ಯಾವುವು?,Clonidine,side_effects
en,What is the dosage information for Celecoxib?,Celecoxib,dosage
kn,Ibuprofen ಬಗ್ಗೆ ಮಾಹಿತಿ ನೀಡಿ.,Ibuprofen,medicine_info
kn,Methotrexate ಅನ್ನು ಹೇಗೆ ತೆಗೆದುಕೊಳ್ಳಬೇಕು?,Methotrexate,dosage
kn,Diclofenac ಬಗ್ಗೆ ನಾನು ಏನು ತಿಳಿದುಕೊಳ್ಳಬೇಕು?,Diclofenac,medicine_info
en,Why is Clonidine used?,Clonidine,uses
tulu,Colchicine ಯಾನ್ ಎತ್ ಕಾಯಿಲೆಗ್ ಉಪಯೋಗ ಆಪುಂಡು?,Colchicine,uses
kn,Insulin Glargine ಅನ್ನು ಯಾವುದಕ್ಕಾಗಿ ಬಳಸುತ್ತಾರೆ?,Insulin Glargine,uses
en,Can Acarbose interact with other drugs?,Acarbose,interactions
tulu,Pioglitazone ಯಾನ್ ಎತ್ಕ್ ಉಪಯೋಗ ಆಪುಂಡು?,Pioglitazone,uses
en,How should Ramipril be taken?,Ramipril,dosage
kn,Hydrochlorothiazide ತೆಗೆದುಕೊಳ್ಳುವಾಗ ನಾನು ಯಾವುದರ ಬಗ್ಗೆ ಎಚ್ಚರಿಕೆಯಿಂದ ಇರಬೇಕು?,Hydrochlorothiazide,warnings
en,What should I be careful about when taking Hydroxychloroquine?,Hydroxychloroquine,warnings
kn,ಯಾವ ಔಷಧಿಗಳು Losartan ಜೊತೆ ಪರಸ್ಪರ ಕ್ರಿಯೆ ಮಾಡಬಹುದು?,Losartan,interactions
en,Why is Sitagliptin used?,Sitagliptin,uses
kn,Amlodipine ಅನ್ನು ಹೇಗೆ ಬಳಸಬೇಕು?,Amlodipine,dosage
tulu,Hydrochlorothiazide ಯಾನ್ ಎತ್ಕ್ ಉಪಯೋಗ ಆಪುಂಡು?,Hydrochlorothiazide,uses
kn,Clonidine ಬಗ್ಗೆ ನಾನು ಏನು ತಿಳಿದುಕೊಳ್ಳಬೇಕು?,Clonidine,medicine_info
tulu,Diclofenac ಯಾನ್ ಯಾರೆ ದೆತೊನ್ಬಾರದು?,Diclofenac,contraindications
tulu,Glimepiride ಬೇತೆ ಮರ್ದ್‌ದೊಟ್ಟುಗು ಪ್ರತಿಕ್ರಿಯೆ ಮಲ್ಪುಂಡಾ?,Glimepiride,interactions
en,Are there any warnings about Naproxen?,Naproxen,warnings
kn,ಯಾವ ಔಷಧಿಗಳು Prednisolone ಜೊತೆ ಪರಸ್ಪರ ಕ್ರಿಯೆ ಮಾಡಬಹುದು?,Prednisolone,interactions
en,What do I need to know about Sulfasalazine?,Sulfasalazine,medicine_info
tulu,Naproxen ದಿಂದ ಅಡ್ಡ ಪರಿಣಾಮ ಆಪುಂಡಾ?,Naproxen,side_effects
kn,Glimepiride ಇತರ ಔಷಧಿಗಳೊಂದಿಗೆ ಪರಸ್ಪರ ಕ್ರಿಯೆ ಮಾಡುತ್ತದೆಯೇ?,Glimepiride,interactions
en,Why is Telmisartan used?,Telmisartan,uses
en,What should I be careful about when taking Metformin?,Metformin,warnings
kn,Dapagliflozin ಬಗ್ಗೆ ಯಾವುದೇ ಎಚ್ಚರಿಕೆಗಳಿವೆಯೇ?,Dapagliflozin,warnings
kn,Celecoxib ನಿಂದ ಯಾವ ಸಮಸ್ಯೆಗಳು ಉಂಟಾಗಬಹುದು?,Celecoxib,side_effects
kn,Enalapril ಅನ್ನು ಯಾರು ತೆಗೆದುಕೊಳ್ಳಬಾರದು?,Enalapril,contraindications
en,How do I take Insulin Glargine?,Insulin Glargine,dosage
en,How should Carvedilol be taken?,Carvedilol,dosage
tulu,Acarbose ಬೊಕ್ಕ ಬೇತೆ ಮರ್ದ್‌ಲು ಒಟ್ಟುಗು ಪರಸ್ಪರ ಕ್ರಿಯೆ ಮಲ್ಪುಂಡಾ?,Acarbose,interactions
kn,ಯಾರು Methotrexate ಅನ್ನು ತಪ್ಪಿಸಬೇಕು?,Methotrexate,contraindications
tulu,Losartan ದೆಂದ್?,Losartan,medicine_info
kn,Leflunomide ತೆಗೆದುಕೊಳ್ಳುವಾಗ ನಾನು ಯಾವುದರ ಬಗ್ಗೆ ಎಚ್ಚರಿಕೆಯಿಂದ ಇರಬೇಕು?,Leflunomide,warnings
tulu,Atenolol ದಿಂದ ಎಂಚಿನ ಸಮಸ್ಯೆ ಆಪುಂಡು?,Atenolol,side_effects
en,Are there any warnings about Sitagliptin?,Sitagliptin,warnings
tulu,ಯಾರೆ Methotrexate ಯಾನ್ ತಪ್ಪಿಸಾಯೆರೆ?,Methotrexate,contraindications
kn,Enalapril ಅನ್ನು ಯಾವುದಕ್ಕಾಗಿ ಬಳಸುತ್ತಾರೆ?,Enalapril,uses
tulu,Hydrochlorothiazide ಬಗ್ಗೆ ಎಂಕ್ ಏನ್ ಗೊತ್ತ್ ಆಪುನ?,Hydrochlorothiazide,medicine_info
kn,Prednisolone ಅನ್ನು ಯಾವುದಕ್ಕಾಗಿ ಬಳಸುತ್ತಾರೆ?,Prednisolone,uses
tulu,ಎಂಚಿನ ಮರ್ದ್‌ಲು Glimepiride ಬೊಕ್ಕ ಪರಸ್ಪರ ಕ್ರಿಯೆ ಮಲ್ಪುಂಡು?,Glimepiride,interactions
en,What is Enalapril?,Enalapril,medicine_info
tulu,Glimepiride ಯಾನ್ ಎಂಚ ದೆತೊನ್ಬೇಕು?,Glimepiride,dosage
tulu,Carvedilol ದ ಅಡ್ಡ ಪರಿಣಾಮೊಲು ಎಂಚಿನವು?,Carvedilol,side_effects
kn,Amlodipine ಅಡ್ಡ ಪರಿಣಾಮಗಳನ್ನು ಉಂಟುಮಾಡಬಹುದೇ?,Amlodipine,side_effects
en,What is the dosage information for Glipizide?,Glipizide,dosage
en,Does Ibuprofen interact with other medicines?,Ibuprofen,interactions
tulu,Atenolol ದಿಂದ ಅಡ್ಡ ಪರಿಣಾಮ ಆಪುಂಡಾ?,Atenolol,side_effects
en,Tell me about Hydrochlorothiazide.,Hydrochlorothiazide,medicine_info
tulu,Naproxen ದ ಬಗ್ಗೆ ಮಾಹಿತಿ ಕೊರ್ಲೆ.,Naproxen,medicine_info
en,What do I need to know about Vildagliptin?,Vildagliptin,medicine_info
kn,Methotrexate ಯಾವ ಕಾಯಿಲೆಗೆ ಬಳಸಲಾಗುತ್ತದೆ?,Methotrexate,uses
tulu,Methotrexate ಬಗ್ಗೆ ಎಂಚಿನ ಎಚ್ಚರಿಕೆ ಉಂಡು?,Methotrexate,warnings
tulu,Ibuprofen ಯಾನ್ ಎತ್ ಕಾಯಿಲೆಗ್ ಉಪಯೋಗ ಆಪುಂಡು?,Ibuprofen,uses
kn,Telmisartan ಅನ್ನು ಹೇಗೆ ತೆಗೆದುಕೊಳ್ಳಬೇಕು?,Telmisartan,dosage
tulu,Empagliflozin ದೆಂದ್?,Empagliflozin,medicine_info
tulu,Glipizide ಬೇತೆ ಮರ್ದ್‌ದೊಟ್ಟುಗು ಪ್ರತಿಕ್ರಿಯೆ ಮಲ್ಪುಂಡಾ?,Glipizide,interactions
kn,Carvedilol ಬಗ್ಗೆ ಯಾವ ಎಚ್ಚರಿಕೆಗಳನ್ನು ತಿಳಿದುಕೊಳ್ಳಬೇಕು?,Carvedilol,warnings
tulu,Telmisartan ಯಾನ್ ಯಾನ್ ಸಮಯಡ್ ದೆತೊನ್ಬಾರದು?,Telmisartan,contraindications
tulu,Empagliflozin ಯಾನ್ ಎಂಚ ಉಪಯೋಗ ಮಲ್ಪುಲೆ?,Empagliflozin,dosage
en,How do I take Atenolol?,Atenolol,dosage
kn,Prednisolone ಅನ್ನು ಹೇಗೆ ತೆಗೆದುಕೊಳ್ಳಬೇಕು?,Prednisolone,dosage
kn,Metformin ಇತರ ಔಷಧಿಗಳೊಂದಿಗೆ ಪ್ರತಿಕ್ರಿಯಿಸಬಹುದೇ?,Metformin,interactions
en,When should Insulin Glargine not be used?,Insulin Glargine,contraindications
tulu,Hydroxychloroquine ಬೊಕ್ಕ ಬೇತೆ ಮರ್ದ್‌ಲು ಒಟ್ಟುಗು ಪರಸ್ಪರ ಕ್ರಿಯೆ ಮಲ್ಪುಂಡಾ?,Hydroxychloroquine,interactions
tulu,Chlorthalidone ದ ಅಡ್ಡ ಪರಿಣಾಮೊಲು ಎಂಚಿನವು?,Chlorthalidone,side_effects
tulu,Acarbose ಯಾನ್ ಎತ್ ಕಾಯಿಲೆಗ್ ಉಪಯೋಗ ಆಪುಂಡು?,Acarbose,uses
en,What do I need to know about Metformin?,Metformin,medicine_info
tulu,Leflunomide ಬೇತೆ ಮರ್ದ್‌ದೊಟ್ಟುಗು ಪ್ರತಿಕ್ರಿಯೆ ಮಲ್ಪುಂಡಾ?,Leflunomide,interactions
tulu,Glimepiride ದ ಅಡ್ಡ ಪರಿಣಾಮೊಲು ಎಂಚಿನವು?,Glimepiride,side_effects
tulu,Leflunomide ದ ಬಗ್ಗೆ ಮಾಹಿತಿ ಕೊರ್ಲೆ.,Leflunomide,medicine_info
en,Tell me about Carvedilol.,Carvedilol,medicine_info
tulu,Dapagliflozin ಬೊಕ್ಕ ಬೇತೆ ಮರ್ದ್‌ಲು ಒಟ್ಟುಗು ಪರಸ್ಪರ ಕ್ರಿಯೆ ಮಲ್ಪುಂಡಾ?,Dapagliflozin,interactions
kn,Atenolol ನ ಅಡ್ಡ ಪರಿಣಾಮಗಳು ಯಾವುವು?,Atenolol,side_effects
en,Are there any warnings about Leflunomide?,Leflunomide,warnings
tulu,ಎಂಚಿನ ಮರ್ದ್‌ಲು Acarbose ಬೊಕ್ಕ ಪರಸ್ಪರ ಕ್ರಿಯೆ ಮಲ್ಪುಂಡು?,Acarbose,interactions
kn,Ibuprofen ಬಗ್ಗೆ ನಾನು ಏನು ತಿಳಿದುಕೊಳ್ಳಬೇಕು?,Ibuprofen,medicine_info
tulu,Glipizide ಯಾನ್ ಯಾಕೆ ಉಪಯೋಗ ಮಲ್ಪುಂಡು?,Glipizide,uses
en,What are the side effects of Hydrochlorothiazide?,Hydrochlorothiazide,side_effects
tulu,Ibuprofen ದಿಂದ ಎಂಚಿನ ಸಮಸ್ಯೆ ಆಪುಂಡು?,Ibuprofen,side_effects
kn,Insulin Glargine ಎಂದರೇನು?,Insulin Glargine,medicine_info
tulu,Atenolol ಯಾನ್ ಯಾಕೆ ಉಪಯೋಗ ಮಲ್ಪುಂಡು?,Atenolol,uses
en,What should I be careful about when taking Pioglitazone?,Pioglitazone,warnings
tulu,Methotrexate ಬೇತೆ ಮರ್ದ್‌ದೊಟ್ಟುಗು ಪ್ರತಿಕ್ರಿಯೆ ಮಲ್ಪುಂಡಾ?,Methotrexate,interactions
kn,Naproxen ಬಗ್ಗೆ ನಾನು ಏನು ತಿಳಿದುಕೊಳ್ಳಬೇಕು?,Naproxen,medicine_info
tulu,Clonidine ದೆತೊನುವಾಗ ಎಂಚಿನ ಎಚ್ಚರಿಕೆ ಕೊರ್ಲೆ?,Clonidine,warnings
kn,Diclofenac ಬಗ್ಗೆ ಮಾಹಿತಿ ನೀಡಿ.,Diclofenac,medicine_info
tulu,ಯಾರೆ Empagliflozin ಯಾನ್ ತಪ್ಪಿಸಾಯೆರೆ?,Empagliflozin,contraindications
kn,Acarbose ಅಡ್ಡ ಪರಿಣಾಮಗಳನ್ನು ಉಂಟುಮಾಡಬಹುದೇ?,Acarbose,side_effects
en,Are there any warnings about Carvedilol?,Carvedilol,warnings
kn,Celecoxib ಬಗ್ಗೆ ಯಾವ ಎಚ್ಚರಿಕೆಗಳನ್ನು ತಿಳಿದುಕೊಳ್ಳಬೇಕು?,Celecoxib,warnings
en,Why is Hydrochlorothiazide used?,Hydrochlorothiazide,uses
tulu,Diclofenac ದ ಬಗ್ಗೆ ಮಾಹಿತಿ ಕೊರ್ಲೆ.,Diclofenac,medicine_info
tulu,Telmisartan ದೆಂದ್?,Telmisartan,medicine_info
en,Tell me about Insulin Glargine.,Insulin Glargine,medicine_info
en,What are the side effects of Acarbose?,Acarbose,side_effects
tulu,Glipizide ದಿಂದ ಅಡ್ಡ ಪರಿಣಾಮ ಆಪುಂಡಾ?,Glipizide,side_effects
tulu,Metformin ಬಗ್ಗೆ ಎಂಚಿನ ಎಚ್ಚರಿಕೆ ಉಂಡು?,Metformin,warnings
tulu,Enalapril ಯಾನ್ ಎಂಚ ಉಪಯೋಗ ಮಲ್ಪುಲೆ?,Enalapril,dosage
kn,Hydrochlorothiazide ಅನ್ನು ಹೇಗೆ ಬಳಸಬೇಕು?,Hydrochlorothiazide,dosage
en,What problems can Methotrexate cause?,Methotrexate,side_effects
en,What is Prednisolone?,Prednisolone,medicine_info
kn,Ramipril ಅನ್ನು ಯಾವಾಗ ಬಳಸಬಾರದು?,Ramipril,contraindications
kn,Pioglitazone ಬಗ್ಗೆ ಯಾವ ಎಚ್ಚರಿಕೆಗಳನ್ನು ತಿಳಿದುಕೊಳ್ಳಬೇಕು?,Pioglitazone,warnings
kn,Diclofenac ಇತರ ಔಷಧಿಗಳೊಂದಿಗೆ ಪ್ರತಿಕ್ರಿಯಿಸಬಹುದೇ?,Diclofenac,interactions
tulu,Sulfasalazine ಯಾನ್ ಯಾಕೆ ಉಪಯೋಗ ಮಲ್ಪುಂಡು?,Sulfasalazine,uses
kn,Prednisolone ಏಕೆ ಬಳಸಲಾಗುತ್ತದೆ?,Prednisolone,uses
en,Who should not take Enalapril?,Enalapril,contraindications
kn,Chlorthalidone ನ ಡೋಸೇಜ್ ಮಾಹಿತಿ ಏನು?,Chlorthalidone,dosage
tulu,Celecoxib ದ ಬಗ್ಗೆ ಮಾಹಿತಿ ಕೊರ್ಲೆ.,Celecoxib,medicine_info
en,What should I be careful about when taking Sulfasalazine?,Sulfasalazine,warnings
kn,Empagliflozin ಅನ್ನು ಹೇಗೆ ಬಳಸಬೇಕು?,Empagliflozin,dosage
en,Can Sitagliptin interact with other drugs?,Sitagliptin,interactions
tulu,Insulin Glargine ಬಗ್ಗೆ ಎಚ್ಚರಿಕೆ ಉಂಡಾ?,Insulin Glargine,warnings
tulu,ಯಾರೆ Prednisolone ಯಾನ್ ತಪ್ಪಿಸಾಯೆರೆ?,Prednisolone,contraindications
tulu,Colchicine ಬಗ್ಗೆ ಎಚ್ಚರಿಕೆ ಉಂಡಾ?,Colchicine,warnings
en,What should I be careful about when taking Glipizide?,Glipizide,warnings
tulu,Pioglitazone ಬೊಕ್ಕ ಬೇತೆ ಮರ್ದ್‌ಲು ಒಟ್ಟುಗು ಪರಸ್ಪರ ಕ್ರಿಯೆ ಮಲ್ಪುಂಡಾ?,Pioglitazone,interactions
en,How should Atenolol be taken?,Atenolol,dosage
en,What are the side effects of Methotrexate?,Methotrexate,side_effects
kn,Enalapril ಅನ್ನು ಹೇಗೆ ಬಳಸಬೇಕು?,Enalapril,dosage
tulu,Dapagliflozin ಯಾನ್ ಎತ್ಕ್ ಉಪಯೋಗ ಆಪುಂಡು?,Dapagliflozin,uses
kn,Dapagliflozin ಬಗ್ಗೆ ಮಾಹಿತಿ ನೀಡಿ.,Dapagliflozin,medicine_info
tulu,Methotrexate ಬೊಕ್ಕ ಬೇತೆ ಮರ್ದ್‌ಲು ಒಟ್ಟುಗು ಪರಸ್ಪರ ಕ್ರಿಯೆ ಮಲ್ಪುಂಡಾ?,Methotrexate,interactions
en,What problems can Chlorthalidone cause?,Chlorthalidone,side_effects
en,Who should not take Carvedilol?,Carvedilol,contraindications
tulu,Vildagliptin ಬಗ್ಗೆ ಎಂಚಿನ ಎಚ್ಚರಿಕೆ ಉಂಡು?,Vildagliptin,warnings
tulu,ಯಾರೆ Carvedilol ಯಾನ್ ತಪ್ಪಿಸಾಯೆರೆ?,Carvedilol,contraindications
en,When should Clonidine not be used?,Clonidine,contraindications
kn,Ramipril ಬಗ್ಗೆ ನಾನು ಏನು ತಿಳಿದುಕೊಳ್ಳಬೇಕು?,Ramipril,medicine_info
en,Does Glipizide interact with other medicines?,Glipizide,interactions
en,Can Empagliflozin interact with other drugs?,Empagliflozin,interactions
en,Why is Prednisolone used?,Prednisolone,uses
tulu,Insulin Glargine ಯಾನ್ ಎತ್ಕ್ ಉಪಯೋಗ ಆಪುಂಡು?,Insulin Glargine,uses
kn,Hydroxychloroquine ಬಗ್ಗೆ ಯಾವುದೇ ಎಚ್ಚರಿಕೆಗಳಿವೆಯೇ?,Hydroxychloroquine,warnings
tulu,Sitagliptin ದಿಂದ ಅಡ್ಡ ಪರಿಣಾಮ ಆಪುಂಡಾ?,Sitagliptin,side_effects
kn,Methotrexate ಅನ್ನು ಯಾವಾಗ ಬಳಸಬಾರದು?,Methotrexate,contraindications
kn,ಯಾವ ಔಷಧಿಗಳು Sitagliptin ಜೊತೆ ಪರಸ್ಪರ ಕ್ರಿಯೆ ಮಾಡಬಹುದು?,Sitagliptin,interactions
tulu,Chlorthalidone ಬೊಕ್ಕ ಬೇತೆ ಮರ್ದ್‌ಲು ಒಟ್ಟುಗು ಪರಸ್ಪರ ಕ್ರಿಯೆ ಮಲ್ಪುಂಡಾ?,Chlorthalidone,interactions
en,Why is Amlodipine used?,Amlodipine,uses
tulu,Atenolol ದ ಡೋಸೇಜ್ ಮಾಹಿತಿ ಎಂಚಿನದು?,Atenolol,dosage
kn,Leflunomide ನ ಡೋಸೇಜ್ ಮಾಹಿತಿ ಏನು?,Leflunomide,dosage
en,What is the dosage information for Dapagliflozin?,Dapagliflozin,dosage
en,Can Ibuprofen cause any side effects?,Ibuprofen,side_effects
tulu,Vildagliptin ಯಾನ್ ಯಾಕೆ ಉಪಯೋಗ ಮಲ್ಪುಂಡು?,Vildagliptin,uses
tulu,Ramipril ಬಗ್ಗೆ ಎಚ್ಚರಿಕೆ ಉಂಡಾ?,Ramipril,warnings
kn,Dapagliflozin ಬಗ್ಗೆ ಯಾವ ಎಚ್ಚರಿಕೆಗಳನ್ನು ತಿಳಿದುಕೊಳ್ಳಬೇಕು?,Dapagliflozin,warnings
kn,Empagliflozin ನ ಡೋಸೇಜ್ ಮಾಹಿತಿ ಏನು?,Empagliflozin,dosage
tulu,ಎಂಚಿನ ಮರ್ದ್‌ಲು Hydroxychloroquine ಬೊಕ್ಕ ಪರಸ್ಪರ ಕ್ರಿಯೆ ಮಲ್ಪುಂಡು?,Hydroxychloroquine,interactions
en,What do I need to know about Insulin Glargine?,Insulin Glargine,medicine_info
kn,Leflunomide ಅನ್ನು ಯಾರು ತೆಗೆದುಕೊಳ್ಳಬಾರದು?,Leflunomide,contraindications
tulu,Sitagliptin ದ ಅಡ್ಡ ಪರಿಣಾಮೊಲು ಎಂಚಿನವು?,Sitagliptin,side_effects
en,What problems can Naproxen cause?,Naproxen,side_effects
kn,Celecoxib ಇತರ ಔಷಧಿಗಳೊಂದಿಗೆ ಪರಸ್ಪರ ಕ್ರಿಯೆ ಮಾಡುತ್ತದೆಯೇ?,Celecoxib,interactions
kn,Colchicine ತೆಗೆದುಕೊಳ್ಳುವಾಗ ನಾನು ಯಾವುದರ ಬಗ್ಗೆ ಎಚ್ಚರಿಕೆಯಿಂದ ಇರಬೇಕು?,Colchicine,warnings
en,What should I be careful about when taking Ramipril?,Ramipril,warnings
tulu,Diclofenac ಬಗ್ಗೆ ಎಂಕ್ ಏನ್ ಗೊತ್ತ್ ಆಪುನ?,Diclofenac,medicine_info
tulu,Telmisartan ಬಗ್ಗೆ ಎಚ್ಚರಿಕೆ ಉಂಡಾ?,Telmisartan,warnings
en,What do I need to know about Leflunomide?,Leflunomide,medicine_info
kn,Clonidine ಎಂದರೇನು?,Clonidine,medicine_info
kn,Glipizide ಯಾವ ಕಾಯಿಲೆಗೆ ಬಳಸಲಾಗುತ್ತದೆ?,Glipizide,uses
en,What should I be careful about when taking Amlodipine?,Amlodipine,warnings
kn,Losartan ಅನ್ನು ಯಾವಾಗ ಬಳಸಬಾರದು?,Losartan,contraindications
tulu,Empagliflozin ಯಾನ್ ಎಂಚ ದೆತೊನ್ಬೇಕು?,Empagliflozin,dosage
kn,Acarbose ಅನ್ನು ಹೇಗೆ ಬಳಸಬೇಕು?,Acarbose,dosage
tulu,Pioglitazone ಯಾನ್ ಯಾಕೆ ಉಪಯೋಗ ಮಲ್ಪುಂಡು?,Pioglitazone,uses
kn,Sulfasalazine ಇತರ ಔಷಧಿಗಳೊಂದಿಗೆ ಪರಸ್ಪರ ಕ್ರಿಯೆ ಮಾಡುತ್ತದೆಯೇ?,Sulfasalazine,interactions
